id,seq,query,prefix,is_leave_query,input_var,output_var,output_rel,description
104,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_cemetery },dcterms,0,dcterms_cemetery,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
105,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_exhibition },dcterms,0,dcterms_exhibition,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
106,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_event },dcterms,0,dcterms_event,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
107,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_forest },dcterms,0,dcterms_forest,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
108,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_golf },dcterms,0,dcterms_golf,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
109,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_monument },dcterms,0,dcterms_monument,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
110,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_hiking },dcterms,0,dcterms_hiking,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
111,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_hotspring },dcterms,0,dcterms_hotspring,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
112,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_house },dcterms,0,dcterms_house,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
113,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_lake },dcterms,0,dcterms_lake,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
114,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_landmark },dcterms,0,dcterms_landmark,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
115,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_library },dcterms,0,dcterms_library,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
116,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_lighthouse },dcterms,0,dcterms_lighthouse,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
117,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_mountain },dcterms,0,dcterms_mountain,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
118,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_museum },dcterms,0,dcterms_museum,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
119,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_music },dcterms,0,dcterms_music,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
120,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_reserve },dcterms,0,dcterms_reserve,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
121,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_nightclub },dcterms,0,dcterms_nightclub,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
122,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_art },dcterms,0,dcterms_art,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
123,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_palace },dcterms,0,dcterms_palace,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
124,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_park },dcterms,0,dcterms_park,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
125,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_resort },dcterms,0,dcterms_resort,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
126,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_reataurant },dcterms,0,dcterms_reataurant,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
127,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_river },dcterms,0,dcterms_river,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
128,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_royal },dcterms,0,dcterms_royal,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
129,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_wineary },dcterms,0,dcterms_wineary,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
130,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_shopping },dcterms,0,dcterms_shopping,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
131,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_cave },dcterms,0,dcterms_cave,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
132,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_ski },dcterms,0,dcterms_ski,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
133,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_sport },dcterms,0,dcterms_sport,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
134,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_square },dcterms,0,dcterms_square,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
135,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_theatres },dcterms,0,dcterms_theatres,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
136,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_tower },dcterms,0,dcterms_tower,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
137,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_university },dcterms,0,dcterms_university,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
138,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_valley },dcterms,0,dcterms_valley,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
139,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_attraction },dcterms,0,dcterms_attraction,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
140,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_waterfall },dcterms,0,dcterms_waterfall,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
141,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_windmills },dcterms,0,dcterms_windmills,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
142,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_world_heritage },dcterms,0,dcterms_world_heritage,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
143,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_event },dcterms,0,dcterms_event,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
144,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_zoo },dcterms,0,dcterms_zoo,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
145,5,SELECT  ?poi WHERE {?poi dcterms:subject ?dcterms_china_rated },dcterms,0,dcterms_china_rated,poi,belongs,"Select all attactions listed in given dcterms subject, geo location attribute and attraction class attribute should be assigned to result: ""[POI_CLASS]+in+[GEO_LOCATION]""/""[POI_CLASS]+of+[GEO_LOCATION]"""
146,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/CretaceousPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
147,6,"SELECT ?yago_gaeltacht WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_gaeltacht rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_gaeltacht),""http://dbpedia.org/class/yago/GaeltachtPlaces"")}",rdfs,0,"",yago_gaeltacht,"",Select all yago class related POI concept
148,6,"SELECT ?yago_oilfield WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_oilfield rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_oilfield),""http://dbpedia.org/class/yago/OilFields"")}",rdfs,0,"",yago_oilfield,"",Select all yago class related POI concept
149,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/NationalHistoricSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
150,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/NatureParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
151,6,"SELECT ?yago_paranormal WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_paranormal rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_paranormal),""http://dbpedia.org/class/yago/ParanormalPlaces"")}",rdfs,0,"",yago_paranormal,"",Select all yago class related POI concept
152,6,"SELECT ?yago_coast WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_coast rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_coast),""http://dbpedia.org/class/yago/PopulatedCoastalPlaces"")}",rdfs,0,"",yago_coast,"",Select all yago class related POI concept
153,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/CountryParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
154,6,"SELECT ?yago_transmitter WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_transmitter rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_transmitter),""http://dbpedia.org/class/yago/TransmitterSites"")}",rdfs,0,"",yago_transmitter,"",Select all yago class related POI concept
155,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/EnglishHeritageSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
156,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/AncientGreekSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
157,6,"SELECT ?yago_building WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_building rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_building),""http://dbpedia.org/class/yago/GothicSites"")}",rdfs,0,"",yago_building,"",Select all yago class related POI concept
158,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/BronzeAgeSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
159,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ScienceParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
160,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndOpenSpaces"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
161,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HeritageSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
162,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/PaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
163,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/IronAgeSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
164,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/WaterParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
165,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/BusinessParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
166,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/TriassicPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
167,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndCommons"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
168,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/Parks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
169,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?yago_heritage. FILTER STRSTARTS(STR(?category),""http://dbpedia.org/class/yago/FormerPopulatedPlaces"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
170,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/NaturalParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
171,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/Grasslands"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
172,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HistoricSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
173,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/RegionalParks"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
174,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/StoneAgeSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
175,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/HistoricPlaces"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
176,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/NationalHistoricalParks"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
177,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/PrehistoricSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
178,6,"SELECT ?yago_forest WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_forest rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_forest),""http://dbpedia.org/class/yago/ForestParks"")}",rdfs,0,"",yago_forest,"",Select all yago class related POI concept
179,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/AncientSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
180,6,"SELECT ?yago_desert WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_desert rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_desert),""http://dbpedia.org/class/yago/Deserts"")}",rdfs,0,"",yago_desert,"",Select all yago class related POI concept
181,6,"SELECT ?yago_vocano WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_vocano rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_vocano),""http://dbpedia.org/class/yago/VolcanicFields"")}",rdfs,0,"",yago_vocano,"",Select all yago class related POI concept
182,6,"SELECT ?yago_oilfield WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_oilfield rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_oilfield),""http://dbpedia.org/class/yago/NaturalGasFields"")}",rdfs,0,"",yago_oilfield,"",Select all yago class related POI concept
183,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/WorldWarISites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
184,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/JurassicPaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
185,6,"SELECT ?yago_park WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_park rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_park),""http://dbpedia.org/class/yago/ParksAndGardens"")}",rdfs,0,"",yago_park,"",Select all yago class related POI concept
186,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/WorldWarIISites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
187,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/RomanSites"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
188,6,"SELECT ?yago_heritage WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_heritage rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_heritage),""http://dbpedia.org/class/yago/ArchaeologicalSitesOnTheNationalRegister"")}",rdfs,0,"",yago_heritage,"",Select all yago class related POI concept
189,6,"SELECT ?yago_geology WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_geology rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_geology),""http://dbpedia.org/class/yago/MiocenePaleontologicalSites"")}",rdfs,0,"",yago_geology,"",Select all yago class related POI concept
190,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/ProvincialParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
191,6,"SELECT ?yago_reserve WHERE {?parent rdfs:subClassOf <http://dbpedia.org/class/yago/Tract108673395>. ?yago_reserve rdfs:subClassOf ?parent. FILTER STRSTARTS(STR(?yago_reserve),""http://dbpedia.org/class/yago/MarineParks"")}",rdfs,0,"",yago_reserve,"",Select all yago class related POI concept
